prodct_page_rl,title,category,price,rating,availability,available_cont,pc,description,image_rl
https://books.toscrape.com/cataloge/the-long-hal-diary-of-a-wimpy-kid-_757/index.html,The Long Hal (Diary of a Wimpy Kid #),Hmor,44.7,1,In stock,,f1effc7ab3a,Greg Heffley and his family hit the road in athor-illstrator Jeff Kinney's latest installment of the phenomenally bestselling Diary of a Wimpy Kid series.,https://books.toscrape.com/media/cache/b1/e6/b1e6c7473161cd6e6acd35c4bab.jpg
https://books.toscrape.com/cataloge/when-we-collided_55/index.html,When We Collided,Contemporary,31.77,1,In stock,,3ecb6d154c56,"We are seventeen and shattered and still dancing. We have messy, throbbing hearts, and we are stronger than anyone cold ever know…Jonah never thoght a girl like Vivi wold come along.Vivi didn’t know Jonah wold light p her world.Neither of them expected a smmer like this…a smmer that wold rewrite their ftres.In an nflinching story abot new love, old wonds, and forces beyond or control, two teens find that when yo collide with the right person at jst the right time, it will change yo forever.",https://books.toscrape.com/media/cache/17/db/17db3de71e17d477a3b4f56cf.jpg
https://books.toscrape.com/cataloge/the-third-wave-an-entrepreners-vision-of-the-ftre_6/index.html,The Third Wave: An Entreprener’s Vision of the Ftre,Bsiness,1.61,5,In stock,,3bebf34ee33cbd,"NEW YORK TIMES BESTSELLERWALL STREET JOURNAL BESTSELLEROne of America’s most accomplished entrepreners—a pioneer who made the Internet part of everyday life and orchestrated the largest merger in the history of bsiness—shares a roadmap for how anyone can scceed in a world of rapidly changing technology.Steve Case’s career began when he cofonded America Online (AOL) in 15. At the time, only three percent of Americans were online. It took a decade for AOL to achieve mainstream sccess, and there were many near-death experiences and back-to-the-wall pivots. AOL became the top performing company of the 1s, and at its peak more than half of all consmer Internet traffic in the United States ran throgh the service. After Case engineered AOL’s merger with Time Warner and he became Chairman of the combined bsiness, Case oversaw the biggest media and commnications empire in the world. In The Third Wave, which pays homage to the work of the ftrist Alvin Toffler (from whom Case has borrowed the title, and whose work inspired him as a yong man), Case takes s behind the scenes of some of the most conseqential and riveting bsiness decisions of or time while offering illminating insights from decades of working as an entreprener, an investor, a philanthropist, and an advocate for sensible bipartisan policies. We are entering, as Case explains, a new paradigm called the “Third Wave” of the Internet. The first wave saw AOL and other companies lay the fondation for consmers to connect to the Internet. The second wave saw companies like Google and Facebook bild on top…",https://books.toscrape.com/media/cache/f/76/f76bea14ced1dac34c45f.jpg
https://books.toscrape.com/cataloge/shoe-dog-a-memoir-by-the-creator-of-nike_31/index.html,Shoe Dog: A Memoir by the Creator of NIKE,Bsiness,3.,,In stock,,edcc3336b,"In this candid and riveting memoir, for the first time ever, Nike fonder and CEO Phil Knight shares the inside story of the company’s early days as an intrepid start-p and its evoltion into one of the world’s most iconic, game-changing, and profitable brands.In 16, fresh ot of bsiness school, Phil Knight borrowed $5 from his father and created a company with a simp In this candid and riveting memoir, for the first time ever, Nike fonder and CEO Phil Knight shares the inside story of the company’s early days as an intrepid start-p and its evoltion into one of the world’s most iconic, game-changing, and profitable brands.In 16, fresh ot of bsiness school, Phil Knight borrowed $5 from his father and created a company with a simple mission: import high-qality, low-cost athletic shoes from Japan. Selling the shoes from the trnk of his lime green Plymoth Valiant, Knight grossed $, his first year. Today, Nike’s annal sales top $3 billion. In an age of startps, Nike is the ne pls ltra of all startps, and the swoosh has become a revoltionary, globe-spanning icon, one of the most biqitos and recognizable symbols in the world today.Bt Knight, the man behind the swoosh, has always remained a mystery. Now, for the first time, in a memoir that is candid, hmble, gtsy, and wry, he tells his story, beginning with his crossroads moment. At 4, after backpacking arond the world, he decided to take the nconventional path, to start his own bsiness—a bsiness that wold be dynamic, different.Knight details the many risks and danting setbacks that stood…",https://books.toscrape.com/media/cache/fc/1/fc1d144c7e5b1cb133e1a516.jpg
https://books.toscrape.com/cataloge/the-1-entreprener-live-yor-startp-dream-withot-qitting-yor-day-job_36/index.html,The 1% Entreprener: Live Yor Startp Dream Withot Qitting Yor Day Job,Bsiness,7.55,3,In stock,,56e4feabee674,"Choosing between the stability of a traditional career and the pside of entreprenership? Why not have both?Becoming a fll-time entreprener can look glamoros from the otside. Who doesn’t want to chase their dreams, be their own boss, and do what they love? Bt the trth is that entreprenership is often a slog, with no reglar hors, no job secrity, and very little p Choosing between the stability of a traditional career and the pside of entreprenership? Why not have both?Becoming a fll-time entreprener can look glamoros from the otside. Who doesn’t want to chase their dreams, be their own boss, and do what they love? Bt the trth is that entreprenership is often a slog, with no reglar hors, no job secrity, and very little pay. What if there was a way to have the stability of a day job with the excitement of a startp? All of the benefits of entreprenership with none of the pitfalls? In The 1% Entreprener, Patrick McGinnis shows yo how, by investing jst 1% of yor time and resorces, yo can become an entreprener withot losing a steady paycheck. McGinnis details a step-by-step plan that takes yo from identifying yor first entreprenerial project to figring ot the smartest way to commit resorces to it. He shows yo how to select and engage in projects that will provide yo with pside otside the office while making yor better at yor day job. He also profiles real-world 1% Entrepreners sch as...•Lke Holden, a cash-strapped recent college gradate, who started his own lobster-roll empire and oversaw mch of its first year of operations,…",https://books.toscrape.com/media/cache/5/4b/54b115614ff33563f6d66c5.jpg
https://books.toscrape.com/cataloge/the-dirty-little-secrets-of-getting-yor-dream-job_4/index.html,The Dirty Little Secrets of Getting Yor Dream Job,Bsiness,33.34,4,In stock,,57b5a345f45e1b,"Drawing on his extensive experience evalating applicants for his marketing agency, and featring stories based on real-life sitations, sample cover letters, resmes, and straightforward advice, Don Raskin’s The Dirty Little Secrets of Getting Yor Dream Job offers all the necessary tools for navigating the togh job market and secring yor dream job.Don Raskin owns and operates MME, an advertising and marketing agency in New York City. Dring his twenty-five years at the agency he has interviewed hndreds of new college gradates for positions within his agency and has placed a strong emphasis on entry-level recritment for positions in creative, accont management, traffic, and prodction. Raskin has also mentored contless stdents and their parents on best practices for the job search. Over the years, Raskin has kept exceptionally detailed notes on the interviews he has condcted, observing the good, the bad, the ridiclos, the irreverent. He also has a treasre trove of over-the-top cover letters, resmes, interviews, and post interview follow-ps he has condcted and received. Now, he wants to share all the wisdom and insider secrets he has gathered to help stdents and first-time job seekers find a job in this economy.Based on his remarkable expertise, Raskin's book provides exclsive insight into the job search process and lets readers in on all of the dirty little secrets to landing their first job—or a new one—and finding career sccess.",https://books.toscrape.com/media/cache/e1/1b/e11bea16dae1d7edd46fb3cb7b7.jpg
https://books.toscrape.com/cataloge/the-rise-of-theodore-roosevelt-theodore-roosevelt-1_76/index.html,The Rise of Theodore Roosevelt (Theodore Roosevelt #1),Biography,4.57,3,In stock,,1a544d3336b1a,"Selected by the Modern Library as one of the 1 best nonfiction books of all timeDescribed by the Chicago Tribne as ""a classic,"" The Rise of Theodore Roosevelt stands as one of the greatest biographies of or time. The pblication of The Rise of Theodore Roosevelt on September 14th, 1 marks the 1th anniversary of Theodore Roosevelt becoming president.",https://books.toscrape.com/media/cache/4c//4cb5f531e44d4b75b64d.jpg
https://books.toscrape.com/cataloge/the-faith-of-christopher-hitchens-the-restless-sol-of-the-worlds-most-notorios-atheist_45/index.html,The Faith of Christopher Hitchens: The Restless Sol of the World's Most Notorios Atheist,Biography,3.55,1,In stock,,57f57e54d644,"“If everyone in the United States had the same qalities of loyalty and care and concern for others that Larry Tanton had, we'd be living in a mch better society than we do.” ~ Christopher HitchensAt the time of his death, Christopher Hitchens was the most notorios atheist in the world. And yet, all was not as it seemed. “Nobody is not a divided self, of corse,” heonce “If everyone in the United States had the same qalities of loyalty and care and concern for others that Larry Tanton had, we'd be living in a mch better society than we do.” ~ Christopher HitchensAt the time of his death, Christopher Hitchens was the most notorios atheist in the world. And yet, all was not as it seemed. “Nobody is not a divided self, of corse,” he once told an interviewer, “bt I think it’s rather strong in my case.” Hitchens was a man of many contradictions: a Marxist in yoth who longed for acceptance among the social elites; a peacenik who revered the military; a champion of the Left who was nonetheless pro-life, pro-war-on-terror, and after /11 something of a neocon; and while he railed against God on stage, he maintained meaningfl—thogh largely hidden from pblic view—friendships with evangelical Christians like Francis Collins, Doglas Wilson, and the athor Larry Alex Tanton. In The Faith of Christopher Hitchens, Tanton offers a very personal perspective of one of or most interesting and most misnderstood pblic figres. Writing with genine compassion and withot compromise, Tanton traces Hitchens’s spirital and intellectal development from his decision as a…",https://books.toscrape.com/media/cache/d7/cb/d7cbdb36b543ba376476befc3d.jpg
https://books.toscrape.com/cataloge/benjamin-franklin-an-american-life_46/index.html,Benjamin Franklin: An American Life,Biography,4.1,3,In stock,,5b546a46a6adc,"Benjamin Franklin is the Fonding Father who winks at s. An ambitios rban entreprener who rose p the social ladder, from leather-aproned shopkeeper to dining with kings, he seems made of flesh rather than of marble. In bestselling athor Walter Isaacson's vivid and witty fll-scale biography, we discover why Franklin seems to trn to s from history's stage with eyes that twinkle from behind his new-fangled spectacles. By bringing Franklin to life, Isaacson shows how he helped to define both his own time and ors. He was, dring his 4-year life, America's best scientist, inventor, diplomat, writer, and bsiness strategist, and he was also one of its most practical -- thogh not most profond -- political thinkers. He proved by flying a kite that lightning was electricity, and he invented a rod to tame it. He soght practical ways to make stoves less smoky and commonwealths less corrpt. He organized neighborhood constablaries and international alliances, local lending libraries and national legislatres. He combined two types of lenses to create bifocals and two concepts of representation to foster the nation's federal compromise. He was the only man who shaped all the fonding docments of America: the Albany Plan of Union, the Declaration of Independence, the treaty of alliance with France, the peace treaty with England, and the Constittion. And he helped invent America's niqe style of homespn hmor, democratic vales, and philosophical pragmatism. Bt the most interesting thing that Franklin invented, and continally reinvented, was himself. America's first…",https://books.toscrape.com/media/cache/c/7e/c7efce6a31c1bd34353ace37.jpg
https://books.toscrape.com/cataloge/setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_63/index.html,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",Biography,1.15,,In stock,,b65b1e3f,"One of only two patron saints of Italy, the other being St. Francis of Assisi, St. Catherine was ahead of her time. As a political powerhose in late 14th centry Erope, a time of war, social nrest and one of the worst natral disasters of all time--the plage, she worked for peace between Christians while campaigning for a holy crsade against Mslims. She was illiterat One of only two patron saints of Italy, the other being St. Francis of Assisi, St. Catherine was ahead of her time. As a political powerhose in late 14th centry Erope, a time of war, social nrest and one of the worst natral disasters of all time--the plage, she worked for peace between Christians while campaigning for a holy crsade against Mslims. She was illiterate bt grew into a great writer by dictating to assistants. She was frail and pnished herself mercilessly, often starving herself, while offering moral gidance and inspiration to kings, qeens and popes.It's easy to see why feminists throgh the years have soght to claim the patronage of St. Catherine. From her refsal to marry to her assertion that her physical appearance was of no importance, the famos Saint is ripe for modern interpretation. She was a peacemaker dring Siena's revoltion of 136, sometimes addressing thosands of people in sqares and streets; she convinced Pope Gregory XI to retrn the papacy to Rome at a time when the Catholic Chrch was nraveling.How did this girl, the second-yongest of 5 children of a middle-class dyer, grow to become one of the most beloved spirital figres of all time, a theological…",https://books.toscrape.com/media/cache/6/54/6546f67cb4a311b15b3a4ece755.jpg
https://books.toscrape.com/cataloge/loisa-the-extraordinary-life-of-mrs-adams_1/index.html,Loisa: The Extraordinary Life of Mrs. Adams,Biography,16.5,,In stock,,d6dddac66ff4,"An intimate portrait of Loisa Catherine Adams, the wife of John Qincy Adams, who witnessed firsthand the greatest transformations of her time Born in London to an American father and a British mother on the eve of the Revoltionary War, Loisa Catherine Johnson was raised in circmstances very different from the New England pbringing of the ftre president John Qincy An intimate portrait of Loisa Catherine Adams, the wife of John Qincy Adams, who witnessed firsthand the greatest transformations of her time Born in London to an American father and a British mother on the eve of the Revoltionary War, Loisa Catherine Johnson was raised in circmstances very different from the New England pbringing of the ftre president John Qincy Adams, whose life had been dedicated to pblic service from the earliest age. And yet John Qincy fell in love with her, almost despite himself. Their often tempestos bt deeply close marriage lasted half a centry. They lived in Prssia, Massachsetts, Washington, Rssia, and England, at royal corts, on farms, in cities, and in the White Hose. Loisa saw more of Erope and America than nearly any other woman of her time. Bt wherever she lived, she was always pressing her nose against the glass, not qite sre whether she was looking in or ot. The other members of the Adams family cold take their identity for granted—they were Adamses; they were Americans—bt she had to invent her own. The story of Loisa Catherine Adams is one of a woman who forged a sense of self. As the contry her hsband led fond its place in the world, she…",https://books.toscrape.com/media/cache/ec/a/eca7df6fdafc7e6f7b6c6da754.jpg
https://books.toscrape.com/cataloge/like-never-before-walker-family-_476/index.html,Like Never Before (Walker Family #),Christian Fiction,.77,,In stock,,b66757e5b3e6,"Maple Valley became Amelia Bentley's haven after her heart and her dreams of a family were shattered. Bt her new life as a newspaper editor is shaken when the small-town paper is in danger of closing. Her one hope: A lead on an intriging story that jst might impress the new pblisher...if only she new who he was.After his biggest campaign sccess yet, widowed speechwrit Maple Valley became Amelia Bentley's haven after her heart and her dreams of a family were shattered. Bt her new life as a newspaper editor is shaken when the small-town paper is in danger of closing. Her one hope: A lead on an intriging story that jst might impress the new pblisher...if only she new who he was.After his biggest campaign sccess yet, widowed speechwriter Logan Walker now has the chance of a lifetime--a spot on a presidential campaign. Bt his plans are interrpted when he finds ot he's inherited his hometown newspaper. He travels home intent on selling the paper and spending some mch-needed time with his yong daghter before making the leap into national politics.Bt instead of a qick sale and peacefl break from his hectic career, Logan finds himself helping Amelia chase her story. She's scrappy, bt wonded. He's dependable, bt lost. They may btt heads more than expected, bt a series of leads on Maple Valley's qirky nsolved mystery is jst the start of the sparks that fly in the office and in their hearts.",https://books.toscrape.com/media/cache/1b/3/1b356636e3ba33bca646ef3.jpg
https://books.toscrape.com/cataloge/conted-with-the-stars-ot-from-egypt-1_463/index.html,Conted With the Stars (Ot from Egypt #1),Christian Fiction,17.7,5,In stock,,4743b1ece,"A Story of Love, Desperation, and Hope Dring a Great Biblical EpochSold into slavery by her father and forsaken by the man she was spposed to marry, yong Egyptian Kiya mst serve a mistress who takes pleasre in her hmiliation. When terrifying plages strike Egypt, Kiya is in the middle of it all.To save her older brother and escape the bonds of slavery, Kiya flees wit A Story of Love, Desperation, and Hope Dring a Great Biblical EpochSold into slavery by her father and forsaken by the man she was spposed to marry, yong Egyptian Kiya mst serve a mistress who takes pleasre in her hmiliation. When terrifying plages strike Egypt, Kiya is in the middle of it all.To save her older brother and escape the bonds of slavery, Kiya flees with the Hebrews dring the Great Exods. She finds herself tterly dependent on a fearsome God she's only jst beginning to learn abot, and in love with a man who despises her people. With everything she's ever known swept away, will Kiya trn back toward Egypt or srrender her life and her ftre to Yahweh?",https://books.toscrape.com/media/cache/33/3/3337341be7734e7fa1ddb6fc.jpg
https://books.toscrape.com/cataloge/if-i-rn-if-i-rn-1_174/index.html,If I Rn (If I Rn #1),Christian Fiction,4.7,4,In stock,,6156d1d4ae7161,"Casey knows the trth.Bt it won’t set her free.Casey Cox’s DNA is all over the crime scene. There’s no se talking to police; they have failed her abysmally before. She has to flee before she’s arrested . . . or worse. The trth doesn’t matter anymore.Bt what is the trth? That’s the qestion hanting Dylan Roberts, the war-weary veteran hired to find Casey. PTSD has mar Casey knows the trth.Bt it won’t set her free.Casey Cox’s DNA is all over the crime scene. There’s no se talking to police; they have failed her abysmally before. She has to flee before she’s arrested . . . or worse. The trth doesn’t matter anymore.Bt what is the trth? That’s the qestion hanting Dylan Roberts, the war-weary veteran hired to find Casey. PTSD has marked him damaged goods, bt bringing Casey back can redeem him. Thogh the crime scene seems to tell the whole story, details of the mrder aren’t adding p. Casey Cox doesn’t fit the profile of a killer. Bt are Dylan’s skewed perceptions keeping him from being objective? If she isn’t gilty, why did she rn?Unraveling her past and the evidence that condemns her will take more time than he has, bt as Dylan’s damaged sol intersects with hers, he is faced with two choices. The girl who occpies his every thoght is a psychopathic killer . . . or a selfless hero. And the trth cold be the most deadly weapon yet.",https://books.toscrape.com/media/cache/54/17/5417daf4616b1ef35abb34b14.jpg
https://books.toscrape.com/cataloge/close-to-yo_7/index.html,Close to Yo,Christian Fiction,4.46,4,In stock,,a57b1dcbd64,"A disgraced scholar rnning from her past and an entreprener chasing his ftre find themselves thrown together—and fall in love—on a Tolkien tor of New Zealand.Allison Shire (yes, like where the Hobbits live) is a disgraced academic who is done with love. Her belief in “happily ever after” ended the day she discovered her hsband was still married to a wife she knew not A disgraced scholar rnning from her past and an entreprener chasing his ftre find themselves thrown together—and fall in love—on a Tolkien tor of New Zealand.Allison Shire (yes, like where the Hobbits live) is a disgraced academic who is done with love. Her belief in “happily ever after” ended the day she discovered her hsband was still married to a wife she knew nothing abot. She finally finds a se for her English degree by giding tors throgh the famos sites featred in the Lord of the Rings and The Hobbit movies. By living life on the road and traveling New Zealand as a lxry tor gide, Allison manages to otrn the pain of her past she can’t face.Jackson Gregory was on the csp of making it big. Then sddenly his girlfriend left him—for his biggest bsiness competitor—and took his most garded commercial secrets with her. To make matters worse, the Iowa farm that has been in his family for generations is facing foreclosre. Determined to save his parents from financial rin, he’ll do whatever it takes to convince his wealthy great-ncle to invest in his next scheme, which means accompanying him to the bottom of the world to spend three weeks pretending to be a die-hard Lord of the Rings…",https://books.toscrape.com/media/cache/4/f4/4f445dae455ecdde64663e3.jpg
https://books.toscrape.com/cataloge/redeeming-love_6/index.html,Redeeming Love,Christian Fiction,.47,5,In stock,,b53db71c64f7,"California's gold contry, 15. A time when men sold their sols for a bag of gold and women sold their bodies for a place to sleep.Angel expects nothing from men bt betrayal. Sold into prostittion as a child she srvives by keeping her hatred alive. And what she hates most are the men who se her, leaving her empty and dead inside.Then she meets Michael Hosea. A man wh California's gold contry, 15. A time when men sold their sols for a bag of gold and women sold their bodies for a place to sleep.Angel expects nothing from men bt betrayal. Sold into prostittion as a child she srvives by keeping her hatred alive. And what she hates most are the men who se her, leaving her empty and dead inside.Then she meets Michael Hosea. A man who seeks his Father's heart in everything, Michael obeys God's call to marry Angel and to love her nconditionally. Slowly, day by day, he defies Angel's every bitter expectation, ntil despite her resistance, her frozen heart begins to thaw.Bt with her nexpected softening come overwhelming feelings of nworthiness and fear. And so Angel rns. Back to the darkness, away from her hsband's prsing love, terrified of the trth she no longer can deny: Her final healing mst come from the One who loves her even more than Michael does ... the One who will never let her go.",https://books.toscrape.com/media/cache/c/74/c74d74fabd1735c6ae17d4b1c77.jpg
https://books.toscrape.com/cataloge/shadows-of-the-past-logan-point-1_541/index.html,Shadows of the Past (Logan Point #1),Christian Fiction,3.67,5,In stock,,bee6e3e76f4fa,"Psychology professor and criminal profiler Taylor Martin prides herself on being able to solve any crime, except the one she wants most desperately to solve--the disappearance of her father twenty years ago. When she finally has a lead on his whereabots, Taylor retrns home to Logan Point, Mississippi, to investigate. Bt as she is stalking the trth abot the past, someo Psychology professor and criminal profiler Taylor Martin prides herself on being able to solve any crime, except the one she wants most desperately to solve--the disappearance of her father twenty years ago. When she finally has a lead on his whereabots, Taylor retrns home to Logan Point, Mississippi, to investigate. Bt as she is stalking the trth abot the past, someone is stalking her.Nick Sinclair pens mystery novels for a living, bt the biggest mystery to him is how he can ever get over the death of his wife--a tragedy he believes he cold have prevented. With his estranged brother the only family he has left, Nick sets ot to find him. Bt when he crosses paths with Taylor, all he seems to find is troble.",https://books.toscrape.com/media/cache/61/3a/613ac1c3f1dadc5431a5e6.jpg
https://books.toscrape.com/cataloge/far-from-tre-promise-falls-trilogy-_3/index.html,Far From Tre (Promise Falls Trilogy #),Thriller,34.3,,In stock,,ad15aa1311,"New York Times and #1 international bestselling athor Linwood Barclay delivers the second spine-chilling thriller set in the trobled town of Promise Falls, following the electrifying cliffhanger ending of Broken Promise... After the screen of a rn-down drive-in movie theater collapses and kills forpeople, the daghter of one of the victims asks private investigator Ca New York Times and #1 international bestselling athor Linwood Barclay delivers the second spine-chilling thriller set in the trobled town of Promise Falls, following the electrifying cliffhanger ending of Broken Promise... After the screen of a rn-down drive-in movie theater collapses and kills for people, the daghter of one of the victims asks private investigator Cal Weaver to look into a recent break-in at her father’s hose. Cal discovers a hidden basement room where it’s clear that salacios activities have taken place—as well as evidence of missing DVDs. Bt his investigation soon becomes more complicated when he realizes it may not be discs the thief was actally interested in.... Meanwhile, Detective Barry Dckworth is still trying to solve two mrders—one of which is three years old—he believes are connected, since each featred a similar distinctive wond. As the lies begin to nravel, Cal is headed straight into the heart of a dark secret as his search ncovers more startling trths abot Promise Falls. And when yet another mrder happens, Cal and Barry are both driven to prse their investigations, no matter where they lead. Evil deeds long thoght bried are abot to hant the residents…",https://books.toscrape.com/media/cache/c/aa/caacda3ff434447ee71e7eca.jpg
https://books.toscrape.com/cataloge/the-travelers_5/index.html,The Travelers,Thriller,15.77,1,In stock,,b6517f55c5d31,"A plse-racing international thriller from the New York Times bestselling athor of The Expats and The AccidentIt’s 3:am. Do yo know where yor hsband is?Meet Will Rhodes: travel writer, recently married, barely solvent, his idealism rapidly giving way to disillsionment and the worry that he’s living the wrong life. Then one night, on assignment for the award-winning Travelers magazine in the wine region of Argentina, a beatifl woman makes him an offer he can’t refse. Soon Will’s bad choices—and dark secrets—take him across Erope, from a chatea in Bordeax to a midnight raid on a Paris mansion, from a dive bar in Dblin to a mega-yacht in the Mediterranean and an isolated cabin perched on the rgged cliffs of Iceland. As he’s drawn frther into a tangled web of international intrige, it becomes clear that nothing abot Will Rhodes was ever ordinary, that the network of deception ensnaring him is part of an immense and deadly conspiracy with terrifying global implications—and that the people closest to him may pose the greatest threat of all.It’s 3:am. Yor hsband has jst become a spy.",https://books.toscrape.com/media/cache/4/a3/4a345bdcb3e13d5ff7cd1c7de.jpg
https://books.toscrape.com/cataloge/the-bone-hnters-lexy-vaghan-steven-macalay-_343/index.html,The Bone Hnters (Lexy Vaghan & Steven Macalay #),Thriller,5.71,3,In stock,,c4d61c1efe6bf,"The award-winning athor of Valhalla brings back archaeologist Lexy Vaghan and retired Air Force officer Steve Macalay, as they race to save a priceless discovery from disappearing forever.… One of the greatest archaeological finds of all time, Peking Man, the 7,-year-old remains of or earliest known hman ancestor, disappeared dring World War II from a cargo shi The award-winning athor of Valhalla brings back archaeologist Lexy Vaghan and retired Air Force officer Steve Macalay, as they race to save a priceless discovery from disappearing forever.… One of the greatest archaeological finds of all time, Peking Man, the 7,-year-old remains of or earliest known hman ancestor, disappeared dring World War II from a cargo ship bond for America. Now the Chinese government is fighting to keep a new religion from taking hold—a faith based on the belief that Peking Man is God. And they dispatch rthless operatives to find and destroy the world’s most priceless fossil. Bt the U.S. government has its own team on the hnt. From the montains of Bavaria to the jngles of Central America and across the vast Pacific, Professor Barnaby Finchem, his brilliant protégé, Lexy Vaghan, and pilot Steve Macalay will brave the wrath of natre and of man to win a race against nbridled tyranny.…",https://books.toscrape.com/media/cache/d/1f/d1f11673fbe46f47f7ba4cefbfa.jpg
https://books.toscrape.com/cataloge/give-it-back_43/index.html,Give It Back,Thriller,1.3,,In stock,,117e4fc7ace,"This novel follows three characters: Lorraine, Lexy, and Ella.Lorraine:Not long ago, Lorraine lost her hsband to another woman. She thoght that was the worst thing that cold happen to her, bt soon she realizes it’s jst the beginning of an everlasting nightmare. Lexy:Lexy, an a pair from London, moves to Seattle to help Lorraine with her infant son. Bt she didn’t com This novel follows three characters: Lorraine, Lexy, and Ella.Lorraine:Not long ago, Lorraine lost her hsband to another woman. She thoght that was the worst thing that cold happen to her, bt soon she realizes it’s jst the beginning of an everlasting nightmare. Lexy:Lexy, an a pair from London, moves to Seattle to help Lorraine with her infant son. Bt she didn’t come for the child…she came for something else. Ella:When Ella receives a call from her sister, Lorraine, who begs her to leave San Diego to spend time with her, she decides to take a few days off from work to visit her. Frightened to see how mch Lorraine has weakened since her diagnosis eight months ago, she packs a bag and heads to Seattle with a foreboding feeling that this might be the last time she sees Lorraine. Bt on her way to the airport, she learns that something shocking has happened since she last spoke with Lorraine and now. To make matters worse, once Ella arrives in Seattle, Lorraine’s story keeps changing, making Ella qestion how reliable her sister really is. Soon Ella is entangled in a mysterios investigation, and more so, in the lives of everyone involved. She realizes not only that she won’t go home anytime soon bt…",https://books.toscrape.com/media/cache/15/d4/15d444bf7fc1c7ced4e73ecd711d.jpg
https://books.toscrape.com/cataloge/killing-floor-jack-reacher-1_3/index.html,Killing Floor (Jack Reacher #1),Thriller,31.4,4,In stock,,ddeff3f6fcca3,"Ex-military policeman Jack Reacher is a drifter. He's jst passing throgh Margrave, Georgia, and in less than an hor, he's arrested for mrder. Not mch of a welcome. All Jack knows is that he didn't kill anybody. At least not here. Not lately. Bt he doesn't stand a chance of convincing anyone. not in Margrave, Georgia. Not a chance in hell.",https://books.toscrape.com/media/cache/b1/5b/b15b4c64b76133cdaf6b5ba55d76.jpg
https://books.toscrape.com/cataloge/yo-yo-1_74/index.html,Yo (Yo #1),Thriller,43.61,5,In stock,,437ca4cafd5cc,"When a beatifl, aspiring writer strides into the East Village bookstore where Joe Goldberg works, he does what anyone wold do: he Googles the name on her credit card.There is only one Ginevere Beck in New York City. She has a pblic Facebook accont and Tweets incessantly, telling Joe everything he needs to know: she is simply Beck to her friends, she went to Brown Uni When a beatifl, aspiring writer strides into the East Village bookstore where Joe Goldberg works, he does what anyone wold do: he Googles the name on her credit card.There is only one Ginevere Beck in New York City. She has a pblic Facebook accont and Tweets incessantly, telling Joe everything he needs to know: she is simply Beck to her friends, she went to Brown University, she lives on Bank Street, and she’ll be at a bar in Brooklyn tonight—the perfect place for a “chance” meeting.As Joe invisibly and obsessively takes control of Beck’s life, he orchestrates a series of events to ensre Beck finds herself in his waiting arms. Moving from stalker to boyfriend, Joe transforms himself into Beck’s perfect man, all while qietly removing the obstacles that stand in their way—even if it means mrder.",https://books.toscrape.com/media/cache/f/f1/ff116771aae1a4b7fe7de.jpg
https://books.toscrape.com/cataloge/the-gilty-will-robie-4_75/index.html,The Gilty (Will Robie #4),Thriller,13.,,In stock,,4735fc67746,"Will Robie is the government's most professional, disciplined, and lethal assassin. He infiltrates the most hostile contries in the world, defeats or enemies' advanced secrity measres, and eliminates threats before they ever reach or shores. Bt now, his skills have left him. Sent overseas on a critical assignment, he fails, nable to pll the trigger. Absent his tale Will Robie is the government's most professional, disciplined, and lethal assassin. He infiltrates the most hostile contries in the world, defeats or enemies' advanced secrity measres, and eliminates threats before they ever reach or shores. Bt now, his skills have left him. Sent overseas on a critical assignment, he fails, nable to pll the trigger. Absent his talents, Robie is a man withot a mission, and withot a prpose.To recover what he has lost, Robie mst confront what he has tried to forget for over twenty years: his own past. THE GUILTY Will Robie escaped his small Glf Coast hometown of Cantrell, Mississippi after high school, severing all personal ties, and never looked back. Not once. Not ntil the nimaginable occrs. His father, Dan Robie, has been arrested and charged with mrder.Father and son haven't spoken or seen each other since the day Robie left town. In that time, Dan Robie - a local attorney and pillar of the commnity-has been elected town jdge. Despite this, most of Cantrell is aligned against Dan. His gilt is assmed.To make matters worse, Dan has refsed to do anything to defend himself. When Robie tries to help, his father responds only with anger and defiance.…",https://books.toscrape.com/media/cache/7f/fd/7ffdcc4b7bf65c546dab66b7.jpg
